2010	0	.083333	.040481	.4014834
2010	.0833333	1	.040481	.0583379
2010	1	5	.040481	.0380348
2010	5	10	.040481	.0395061
2010	10	15	.040481	.0347255
2010	15	20	.040481	.0240849
2010	20	25	.040481	.0300902
2010	25	30	.040481	.0357914
2010	30	35	.040481	.0443123
2010	35	40	.040481	.0604932
2010	40	45	.040481	.0466799
2010	45	50	.040481	.0426199
2010	50	55	.040481	.0268332
2010	55	60	.040481	.049361
2010	60	65	.040481	.0234852
2010	65	70	.040481	.0988317
2010	70	75	.040481	.046755
2010	75	80	.040481	.1638875
2010	80	85	.040481	.1148753
2010	85	90	.040481	.3409079
2010	90	95	.040481	.2239224
2010	95	200	.040481	.8338688
